"id","battery_power","blue","clock_speed","dual_sim","fc","four_g","int_memory","m_dep","mobile_wt","n_cores","pc","px_height","px_width","ram","sc_h","sc_w","talk_time","three_g","touch_screen","wifi","battery_power_group","clock_speed_group","fc_group","int_memory_group","m_dep_group","mobile_wt_group","pc_group","px_height_group","px_width_group","sc_h_group","sc_w_group","talk_time_group"
870,602,"0",2.5,"0",7,"1",59,0.3,166,"4",11,76,637,"1024",11,2,10,"1","1","0","0","4","1","4","1","3","2","0","0","2","0","2"
871,1060,"0",2.5,"1",6,"1",31,0.6,162,"1",11,582,1212,"2048",10,4,16,"1","1","1","1","4","1","2","2","3","2","1","2","1","1","3"
872,1445,"1",1.4,"0",11,"1",8,0.7,164,"4",14,772,1766,"2048",7,3,15,"1","0","0","3","1","2","0","3","3","3","1","4","0","0","3"
873,1005,"1",1.6,"1",6,"0",32,0.6,199,"7",13,883,1750,"2048",14,9,5,"1","1","1","1","2","1","2","2","4","3","2","4","3","2","0"
874,536,"0",0.5,"0",8,"1",27,0.3,108,"1",13,1573,1962,"1024",14,7,20,"1","0","1","0","0","2","2","1","1","3","4","4","3","1","4"
875,1255,"0",1.1,"0",0,"1",34,0.2,85,"3",1,118,722,"1024",19,17,8,"1","1","1","2","1","0","2","0","0","0","0","0","4","4","1"
876,1252,"1",2.6,"1",1,"1",43,0.8,124,"1",3,153,538,"2048",18,15,11,"1","0","0","2","4","0","3","3","1","0","0","0","4","4","2"
877,1471,"1",2,"0",0,"1",54,0.7,127,"8",0,193,1134,"2048",17,1,4,"1","0","1","3","3","0","4","3","1","0","0","2","4","0","0"
878,914,"1",2.3,"1",0,"1",47,0.5,119,"3",3,727,796,"2048",14,10,5,"1","0","1","1","3","0","3","2","1","0","1","0","3","2","0"
879,1439,"1",2.6,"1",3,"1",14,0.3,101,"8",6,686,716,"512",5,3,4,"1","0","0","3","4","0","0","1","0","1","1","0","0","0","0"
880,732,"1",0.5,"0",6,"0",60,0.1,92,"4",9,670,1025,"2048",19,12,14,"0","1","1","0","0","1","4","0","0","2","1","1","4","3","3"
881,1025,"1",1.9,"0",3,"1",38,0.7,138,"7",5,108,1238,"2048",5,0,11,"1","1","0","1","2","0","2","3","2","1","0","2","0","0","2"
882,842,"0",2.7,"1",18,"0",31,0.4,161,"1",20,45,1634,"256",14,1,14,"1","1","0","1","4","4","2","1","3","4","0","3","3","0","3"
883,643,"1",1.8,"1",0,"0",28,0.4,199,"1",20,532,1273,"2048",8,6,5,"0","0","1","0","2","0","2","1","4","4","1","2","1","1","0"
884,667,"0",0.7,"1",8,"0",23,0.8,136,"4",14,666,1372,"2048",19,10,10,"1","1","0","0","0","2","1","3","2","3","1","2","4","2","2"
885,1791,"1",2.3,"0",5,"0",29,0.9,196,"1",6,1039,1602,"2048",10,7,2,"1","1","0","4","3","1","2","4","4","1","2","3","1","1","0"
886,1104,"0",0.5,"1",2,"0",57,0.6,129,"5",15,1591,1750,"2048",14,7,16,"1","1","0","2","0","0","4","2","2","3","4","4","3","1","3"
887,1276,"1",3,"0",5,"1",33,0.6,136,"4",13,15,1719,"2048",11,1,10,"1","1","0","2","4","1","2","2","2","3","0","4","2","0","2"
888,927,"0",1.2,"1",2,"1",22,0.1,162,"2",3,1106,1692,"2048",7,4,5,"1","0","1","1","1","0","1","0","3","0","2","3","0","1","0"
889,859,"0",1.1,"1",11,"1",19,0.5,139,"5",16,952,1713,"2048",10,4,17,"1","1","1","1","1","2","1","2","2","4","2","4","1","1","4"
890,1162,"1",2.9,"1",2,"0",57,0.3,146,"7",19,9,555,"1024",10,2,3,"1","0","1","2","4","0","4","1","2","4","0","0","1","0","0"
891,1876,"0",2.4,"0",11,"0",22,0.7,168,"2",18,157,1512,"1024",15,11,13,"1","0","0","4","3","2","1","3","3","4","0","3","3","3","3"
892,1057,"0",2.7,"1",3,"0",36,0.7,105,"3",11,1318,1351,"2048",19,15,6,"0","1","1","1","4","0","2","3","1","2","3","2","4","4","1"
893,1926,"0",1.8,"0",1,"0",15,0.9,86,"2",5,523,1699,"512",5,2,8,"0","1","0","4","2","0","1","4","0","1","1","4","0","0","1"
894,853,"0",0.6,"1",3,"1",40,0.7,166,"4",9,476,1382,"2048",8,3,6,"1","1","0","1","0","0","3","3","3","2","1","2","1","0","1"
895,1949,"1",1.5,"0",1,"1",7,0.5,175,"8",19,525,1419,"1024",5,1,8,"1","1","0","4","2","0","0","2","3","4","1","3","0","0","1"
896,1981,"0",0.5,"0",3,"0",38,0.2,103,"5",10,282,1051,"1024",5,0,11,"0","0","0","4","0","0","2","0","0","2","0","1","0","0","2"
897,1556,"1",2.9,"1",5,"1",21,0.5,197,"3",19,902,1451,"1024",11,3,15,"1","1","0","3","4","1","1","2","4","4","2","3","2","0","3"
898,660,"1",0.7,"1",3,"0",12,0.4,161,"8",14,506,799,"2048",19,18,12,"1","0","1","0","0","0","0","1","3","3","1","0","4","4","2"
899,1955,"1",1.4,"0",1,"0",30,0.2,91,"6",2,220,759,"2048",9,0,12,"1","1","1","4","1","0","2","0","0","0","0","0","1","0","2"
900,1567,"0",0.6,"1",6,"0",63,0.8,83,"5",13,635,1112,"1024",6,3,19,"1","1","0","3","0","1","4","3","0","3","1","2","0","0","4"
901,1307,"0",2.1,"0",5,"0",44,0.1,189,"5",6,530,1203,"2048",5,4,19,"0","1","0","2","3","1","3","0","4","1","1","2","0","1","4"
902,1421,"1",2.9,"0",2,"0",43,0.2,130,"4",11,1516,1556,"512",14,6,4,"0","0","0","3","4","0","3","0","2","2","3","3","3","1","0"
903,1332,"0",2.4,"0",0,"0",44,0.9,81,"8",1,748,832,"1024",16,10,10,"0","1","1","2","3","0","3","4","0","0","1","1","3","2","2"
904,1628,"1",1.4,"1",4,"0",3,0.4,184,"6",20,436,1653,"1024",11,1,19,"0","0","0","3","1","1","0","1","4","4","1","3","2","0","4"
905,1752,"0",2.6,"1",8,"1",17,0.4,115,"5",10,1165,1540,"2048",19,11,16,"1","1","1","4","4","2","1","1","1","2","2","3","4","3","3"
906,1733,"0",0.5,"0",2,"0",20,0.5,156,"8",3,419,1806,"1024",8,7,10,"0","1","0","4","0","0","1","2","3","0","1","4","1","1","2"
907,1081,"1",1.2,"0",7,"0",51,0.2,194,"2",11,39,1852,"256",16,4,7,"1","0","0","1","1","1","3","0","4","2","0","4","3","1","1"
908,854,"1",2.6,"1",1,"1",45,0.5,162,"6",12,49,1146,"2048",12,5,18,"1","1","1","1","4","0","3","2","3","3","0","2","2","1","4"
909,1657,"0",2.6,"1",3,"1",22,0.5,87,"4",20,1019,1535,"1024",15,5,12,"1","1","0","3","4","0","1","2","0","4","2","3","3","1","2"
910,1053,"0",2.1,"0",4,"0",12,0.1,95,"7",7,6,1089,"2048",13,1,17,"0","1","0","1","3","1","0","0","0","1","0","1","2","0","4"
911,1370,"0",2.9,"0",2,"1",24,0.3,100,"5",3,804,992,"1024",10,4,4,"1","0","0","2","4","0","1","1","0","0","2","1","1","1","0"
912,1652,"1",1.5,"1",1,"0",57,0.1,175,"6",17,555,714,"256",12,2,2,"1","1","1","3","2","0","4","0","3","4","1","0","2","0","0"
913,915,"0",2.8,"1",4,"0",22,1,174,"5",12,748,1840,"512",7,1,10,"1","1","1","1","4","1","1","4","3","3","1","4","0","0","2"
914,1272,"1",0.5,"0",1,"1",50,0.7,129,"8",18,377,1970,"2048",15,2,10,"1","0","1","2","0","0","3","3","2","4","0","4","3","0","2"
915,646,"1",2.3,"1",15,"1",10,0.9,180,"8",17,673,1135,"2048",14,0,5,"1","0","1","0","3","3","0","4","4","4","1","2","3","0","0"
916,1359,"1",0.9,"1",6,"0",40,0.1,182,"2",7,130,1030,"2048",19,14,18,"0","1","1","2","0","1","3","0","4","1","0","1","4","3","4"
917,1691,"0",0.5,"0",0,"0",24,0.3,119,"1",3,762,1643,"2048",16,5,19,"1","0","0","3","0","0","1","1","1","0","1","3","3","1","4"
918,796,"1",1.5,"1",3,"0",62,0.7,99,"8",12,214,843,"256",16,2,16,"0","1","1","0","2","0","4","3","0","3","0","1","3","0","3"
919,534,"1",1.9,"1",1,"1",60,0.2,159,"1",18,1216,1847,"2048",10,4,8,"1","0","1","0","2","0","4","0","3","4","3","4","1","1","1"
920,721,"1",2.6,"1",1,"0",39,0.6,168,"2",2,629,1509,"2048",5,1,6,"0","0","0","0","4","0","2","2","3","0","1","3","0","0","1"
921,675,"1",2.8,"0",11,"0",44,0.1,169,"5",20,135,1109,"2048",15,12,6,"1","1","1","0","4","2","3","0","3","4","0","2","3","3","1"
922,1182,"1",1.4,"1",5,"1",21,0.5,107,"2",17,625,1346,"1024",13,5,6,"1","1","0","2","1","1","1","2","1","4","1","2","2","1","1"
923,1062,"1",2.9,"1",3,"1",12,0.3,152,"2",10,1041,1280,"2048",9,6,4,"1","1","1","1","4","0","0","1","3","2","2","2","1","1","0"
924,732,"1",0.5,"0",1,"1",7,0.4,113,"6",2,367,968,"1024",13,2,19,"1","1","1","0","0","0","0","1","1","0","0","1","2","0","4"
925,781,"1",0.9,"1",0,"0",62,0.1,94,"2",1,1117,1667,"1024",9,0,16,"1","0","1","0","0","0","4","0","0","0","2","3","1","0","3"
926,790,"1",1,"1",9,"1",45,0.1,200,"6",20,1068,1577,"2048",17,5,13,"1","0","1","0","1","2","3","0","4","4","2","3","4","1","3"
927,1480,"1",0.9,"0",0,"0",62,0.9,199,"1",0,464,868,"1024",18,14,4,"1","1","1","3","0","0","4","4","4","0","1","1","4","3","0"
928,946,"1",1,"0",13,"0",56,0.7,128,"6",14,349,541,"2048",17,10,7,"0","0","0","1","1","3","4","3","2","3","0","0","4","2","1"
929,1545,"1",1.7,"0",1,"1",59,0.7,183,"3",20,148,721,"1024",8,2,16,"1","0","1","3","2","0","4","3","4","4","0","0","1","0","3"
930,898,"0",2.7,"0",0,"0",16,0.2,81,"4",4,139,1660,"2048",5,0,4,"1","0","0","1","4","0","1","0","0","1","0","3","0","0","0"
931,1662,"0",0.5,"0",0,"0",48,0.8,155,"6",2,875,1362,"2048",12,7,19,"1","0","1","3","0","0","3","3","3","0","2","2","2","1","4"
932,1056,"0",2.2,"0",6,"0",2,0.4,166,"6",13,527,825,"2048",16,8,6,"1","0","1","1","3","1","0","1","3","3","1","1","3","2","1"
933,1074,"0",1.4,"1",0,"1",17,0.7,115,"1",6,689,1628,"256",18,11,12,"1","1","0","1","1","0","1","3","1","1","1","3","4","3","2"
934,1772,"1",0.5,"0",0,"1",55,0.5,149,"5",0,405,727,"2048",17,2,18,"1","1","1","4","0","0","4","2","2","0","1","0","4","0","4"
935,694,"1",0.5,"1",6,"0",3,0.8,107,"3",10,1345,1514,"512",11,3,19,"0","1","0","0","0","1","0","3","1","2","3","3","2","0","4"
936,1387,"1",1,"0",0,"1",3,0.9,154,"6",5,75,655,"2048",19,1,4,"1","1","0","2","1","0","0","4","3","1","0","0","4","0","0"
937,1259,"1",1,"1",7,"1",6,0.1,110,"7",11,1611,1923,"2048",16,14,19,"1","0","0","2","1","1","0","0","1","2","4","4","3","3","4"
938,1066,"1",2.4,"0",6,"0",23,0.6,173,"3",7,870,1026,"512",12,9,10,"0","0","1","1","3","1","1","2","3","1","2","1","2","2","2"
939,940,"1",2,"1",7,"1",24,0.6,81,"1",15,955,1845,"2048",10,0,6,"1","0","1","1","3","1","1","2","0","3","2","4","1","0","1"
940,1517,"1",2.2,"1",11,"0",19,0.3,179,"2",16,291,1592,"1024",11,0,13,"0","0","1","3","3","2","1","1","4","4","0","3","2","0","3"
941,986,"0",1.4,"1",6,"1",29,0.2,122,"7",10,1907,1911,"2048",17,12,15,"1","0","0","1","1","1","2","0","1","2","4","4","4","3","3"
942,1595,"1",1.1,"0",4,"1",31,0.1,101,"3",7,824,1052,"2048",16,13,13,"1","1","0","3","1","1","2","0","0","1","2","1","3","3","3"
943,708,"0",2.4,"1",0,"0",56,0.7,104,"7",1,999,1695,"1024",7,3,11,"1","1","0","0","3","0","4","3","1","0","2","3","0","0","2"
944,726,"1",0.5,"1",1,"1",6,0.7,183,"5",2,114,628,"1024",8,5,17,"1","0","1","0","0","0","0","3","4","0","0","0","1","1","4"
945,761,"1",0.5,"0",4,"1",5,0.8,181,"1",17,562,829,"2048",5,3,14,"1","0","0","0","0","1","0","3","4","4","1","1","0","0","3"
946,643,"0",2.6,"0",0,"1",8,0.3,115,"4",4,724,1175,"2048",8,7,13,"1","0","1","0","4","0","0","1","1","1","1","2","1","1","3"
947,871,"1",1.7,"1",0,"0",56,0.6,124,"6",2,483,1045,"1024",13,4,4,"1","1","0","1","2","0","4","2","1","0","1","1","2","1","0"
948,1347,"0",2.1,"1",4,"0",44,0.8,97,"2",14,137,792,"256",16,2,10,"1","1","0","2","3","1","3","3","0","3","0","0","3","0","2"
949,1659,"0",2.7,"0",18,"0",64,0.7,83,"2",19,727,1979,"1024",10,9,13,"1","0","1","3","4","4","4","3","0","4","1","4","1","2","3"
950,1259,"0",1.2,"0",0,"1",61,0.5,82,"5",15,1001,1158,"1024",10,1,2,"1","1","0","2","1","0","4","2","0","3","2","2","1","0","0"
951,544,"0",1.6,"0",5,"1",39,0.1,91,"6",7,101,718,"2048",19,7,19,"1","1","0","0","2","1","2","0","0","1","0","0","4","1","4"
952,1570,"0",0.6,"0",7,"0",12,0.2,141,"8",13,487,517,"1024",18,11,5,"0","0","1","3","0","1","0","0","2","3","1","0","4","3","0"
953,690,"0",2.9,"0",8,"0",38,0.9,154,"1",10,711,750,"2048",13,6,20,"0","0","0","0","4","2","2","4","3","2","1","0","2","1","4"
954,1053,"0",2.5,"1",12,"1",3,0.6,86,"4",19,910,1097,"512",17,6,7,"1","0","1","1","4","3","0","2","0","4","2","1","4","1","1"
955,1772,"0",2.4,"1",5,"0",8,0.1,135,"3",13,1337,1544,"2048",8,6,4,"1","0","1","4","3","1","0","0","2","3","3","3","1","1","0"
956,1891,"1",1.3,"1",10,"1",23,0.4,158,"2",17,518,1357,"2048",9,5,10,"1","0","0","4","1","2","1","1","3","4","1","2","1","1","2"
957,937,"1",1.5,"0",2,"1",44,0.8,133,"4",6,919,1782,"256",9,7,15,"1","0","1","1","2","0","3","3","2","1","2","4","1","1","3"
958,913,"0",2.9,"0",13,"1",34,0.7,183,"4",19,578,1726,"2048",7,2,9,"1","1","0","1","4","3","2","3","4","4","1","4","0","0","1"
959,1066,"1",0.9,"0",4,"0",43,0.4,101,"6",11,876,880,"2048",14,0,6,"1","0","1","1","0","1","3","1","0","2","2","1","3","0","1"
960,840,"1",1.6,"1",0,"0",7,0.9,147,"2",3,98,674,"2048",19,6,12,"0","0","1","1","2","0","0","4","2","0","0","0","4","1","2"
961,710,"1",2.3,"1",1,"1",24,0.4,153,"2",3,1714,1895,"2048",18,4,18,"1","1","1","0","3","0","1","1","3","0","4","4","4","1","4"
962,623,"1",0.5,"1",5,"1",29,0.9,134,"3",10,273,1814,"512",12,5,13,"1","0","0","0","0","1","2","4","2","2","0","4","2","1","3"
963,700,"1",1.3,"0",2,"0",40,0.1,150,"8",11,612,1325,"2048",15,10,8,"1","1","1","0","1","0","3","0","2","2","1","2","3","2","1"
964,995,"0",2.6,"1",4,"0",7,0.8,157,"1",6,1315,1804,"1024",16,6,8,"0","1","1","1","4","1","0","3","3","1","3","4","3","1","1"
965,1325,"0",1.3,"1",10,"1",33,0.9,165,"1",12,1653,1967,"512",10,2,12,"1","1","1","2","1","2","2","4","3","3","4","4","1","0","2"
966,1982,"1",2.6,"1",7,"1",43,0.3,113,"4",8,1409,1679,"1024",9,2,8,"1","1","0","4","4","1","3","1","1","2","3","3","1","0","1"
967,1401,"0",2.7,"0",0,"0",16,0.1,187,"5",4,975,1028,"2048",11,8,20,"1","0","0","3","4","0","1","0","4","1","2","1","2","2","4"
968,636,"1",2.6,"1",7,"1",55,0.3,183,"2",14,762,1596,"2048",10,7,10,"1","1","1","0","4","1","4","1","4","3","1","3","1","1","2"
969,1637,"1",0.6,"1",12,"1",57,0.5,111,"8",17,7,940,"2048",11,9,6,"1","1","0","3","0","3","4","2","1","4","0","1","2","2","1"
970,1036,"0",0.9,"0",16,"0",9,0.2,119,"3",18,70,502,"256",11,8,16,"1","1","0","1","0","4","0","0","1","4","0","0","2","2","3"
971,1247,"1",2.1,"0",10,"1",63,0.1,116,"4",12,170,1028,"2048",9,3,20,"1","1","0","2","3","2","4","0","1","3","0","1","1","0","4"
972,1207,"0",1.1,"1",9,"1",56,0.1,141,"6",11,93,560,"2048",12,4,19,"1","1","0","2","1","2","4","0","2","2","0","0","2","1","4"
973,1198,"1",0.5,"1",0,"0",31,0.6,125,"7",7,546,1223,"2048",16,3,20,"1","0","0","2","0","0","2","2","1","1","1","2","3","0","4"
974,1796,"1",0.5,"0",0,"0",44,0.2,169,"4",4,841,1803,"1024",12,0,13,"1","0","1","4","0","0","3","0","3","1","2","4","2","0","3"
975,1855,"0",1,"1",8,"0",58,0.9,145,"4",14,1080,1883,"2048",14,2,3,"1","1","0","4","1","2","4","4","2","3","2","4","3","0","0"
976,1557,"1",1.6,"0",7,"0",26,0.3,154,"5",14,665,1790,"512",17,2,5,"0","1","1","3","2","1","1","1","3","3","1","4","4","0","0"
977,958,"0",0.5,"1",0,"1",47,0.7,116,"8",0,300,501,"1024",6,2,2,"1","1","0","1","0","0","3","3","1","0","0","0","0","0","0"
978,1882,"1",2.1,"1",0,"0",17,0.1,127,"8",5,280,1171,"2048",9,6,3,"1","0","0","4","3","0","1","0","1","1","0","2","1","1","0"
979,1489,"0",0.5,"1",7,"0",60,0.8,197,"7",10,7,719,"512",5,2,11,"1","0","1","3","0","1","4","3","4","2","0","0","0","0","2"
980,1980,"0",0.5,"1",7,"0",15,0.4,141,"6",12,499,1029,"1024",11,2,11,"1","1","0","4","0","1","1","1","2","3","1","1","2","0","2"
981,1235,"0",1.8,"1",3,"0",21,0.5,197,"3",4,1252,1284,"256",14,2,17,"0","1","1","2","2","0","1","2","4","1","3","2","3","0","4"
982,829,"0",2.6,"1",11,"1",10,0.1,132,"2",13,349,833,"512",12,6,8,"1","1","1","1","4","2","0","0","2","3","0","1","2","1","1"
983,1998,"1",0.5,"0",6,"0",47,0.2,182,"4",7,1603,1837,"2048",9,4,9,"1","0","1","4","0","1","3","0","4","1","4","4","1","1","1"
984,1814,"0",1.6,"0",6,"1",3,0.7,156,"5",16,1196,1666,"2048",9,3,12,"1","1","0","4","2","1","0","3","3","4","3","3","1","0","2"
985,1711,"1",0.5,"1",1,"1",12,1,97,"1",18,855,1199,"2048",9,4,9,"1","1","0","4","0","0","0","4","0","4","2","2","1","1","1"
986,971,"1",2.1,"0",9,"0",7,0.3,143,"4",17,1074,1885,"512",18,2,13,"1","1","0","1","3","2","0","1","2","4","2","4","4","0","3"
987,991,"0",2.6,"0",0,"0",19,0.5,133,"7",2,516,767,"1024",16,14,20,"0","1","0","1","4","0","1","2","2","0","1","0","3","3","4"
988,905,"0",1.9,"1",11,"1",12,0.7,173,"7",12,410,1021,"512",19,0,3,"1","1","0","1","2","2","0","3","3","3","1","1","4","0","0"
989,1653,"1",1.3,"0",0,"0",49,0.7,99,"7",4,206,936,"256",9,7,10,"1","0","0","3","1","0","3","3","0","1","0","1","1","1","2"
990,635,"1",1.9,"1",0,"1",57,1,136,"6",11,1257,1597,"2048",15,4,20,"1","1","0","0","2","0","4","4","2","2","3","3","3","1","4"
991,1807,"0",1.2,"0",4,"0",37,0.8,162,"1",11,246,932,"2048",7,1,9,"1","1","1","4","1","1","2","3","3","2","0","1","0","0","1"
992,1797,"1",2.6,"0",4,"0",42,0.6,174,"3",20,57,1169,"2048",16,6,18,"1","1","1","4","4","1","3","2","3","4","0","2","3","1","4"
993,1895,"0",0.5,"1",0,"1",62,0.9,99,"2",0,1019,1698,"2048",10,8,13,"1","0","1","4","0","0","4","4","0","0","2","3","1","2","3"
994,567,"1",2.7,"1",14,"1",56,0.4,165,"8",17,555,1290,"256",7,6,7,"1","1","1","0","4","3","4","1","3","4","1","2","0","1","1"
995,936,"1",1.4,"1",0,"0",46,0.8,139,"2",0,265,886,"512",8,5,12,"1","1","1","1","1","0","3","3","2","0","0","1","1","1","2"
996,1700,"1",1.9,"0",0,"1",54,0.5,170,"7",17,644,913,"2048",14,8,15,"1","1","0","4","2","0","4","2","3","4","1","1","3","2","3"
997,609,"0",1.8,"1",0,"0",13,0.9,186,"4",2,1152,1632,"1024",8,1,19,"0","1","1","0","2","0","0","4","4","0","2","3","1","0","4"
998,1185,"0",1.4,"0",1,"1",8,0.5,80,"1",12,477,825,"1024",5,0,14,"1","0","0","2","1","0","0","2","0","3","1","1","0","0","3"
999,1533,"1",0.5,"1",0,"0",50,0.4,171,"2",12,38,832,"2048",15,11,6,"0","1","0","3","0","0","3","1","3","3","0","1","3","3","1"
1000,1270,"1",0.5,"0",4,"1",35,0.1,140,"6",19,457,608,"2048",9,2,3,"1","0","1","2","0","1","2","0","2","4","1","0","1","0","0"
